time;X;Y;Z;Total
14,954280;0,0746;0,1860;1,0190;1,038
14,955346;0,0748;0,1904;1,0146;1,035
14,957651;0,0709;0,1867;1,0092;1,029
14,960736;0,0711;0,1821;1,0036;1,022
14,962582;0,0727;0,1855;0,9997;1,019
14,965968;0,0743;0,1872;0,9939;1,014
14,968090;0,0743;0,1831;0,9897;1,009
14,971067;0,0736;0,1831;0,9843;1,004
14,973266;0,0770;0,1834;0,9834;1,003
14,977188;0,0773;0,1875;0,9776;0,998
14,978161;0,0821;0,1862;0,9687;0,990
14,980729;0,0807;0,1850;0,9687;0,989
14,983102;0,0819;0,1841;0,9628;0,984
14,985749;0,0863;0,1816;0,9522;0,973
14,988257;0,0872;0,1831;0,9461;0,968
14,992541;0,0860;0,1860;0,9413;0,963
14,993598;0,0827;0,1855;0,9347;0,957
14,995480;0,0841;0,1878;0,9310;0,953
14,999089;0,0816;0,1914;0,9244;0,948
15,000720;0,0787;0,1906;0,9242;0,947
15,003191;0,0748;0,1904;0,9203;0,943
15,005692;0,0753;0,1924;0,9183;0,941
15,008012;0,0753;0,1892;0,9191;0,941
15,012362;0,0694;0,1880;0,9161;0,938
15,013869;0,0675;0,1885;0,9098;0,932
15,015706;0,0636;0,1909;0,9112;0,933
15,018401;0,0606;0,1872;0,9098;0,931
15,024632;0,0572;0,1921;0,9068;0,929
15,025410;0,0525;0,1890;0,9061;0,927
15,026010;0,0487;0,1914;0,9100;0,931
15,029114;0,0450;0,1918;0,9110;0,932
15,036371;0,0448;0,1850;0,9049;0,925
15,036945;0,0389;0,1882;0,9034;0,924
15,037163;0,0350;0,1853;0,9054;0,925
15,038409;0,0347;0,1818;0,9042;0,923
15,040939;0,0284;0,1787;0,8997;0,918
15,043545;0,0257;0,1792;0,8941;0,912
15,045997;0,0250;0,1753;0,8929;0,910
15,048403;0,0215;0,1765;0,8921;0,910
15,051802;0,0168;0,1706;0,8865;0,903
15,053581;0,0133;0,1718;0,8839;0,901
15,056465;0,0122;0,1718;0,8819;0,899
15,058962;0,0093;0,1696;0,8804;0,897
15,060985;0,0068;0,1711;0,8787;0,895
15,063435;0,0047;0,1731;0,8772;0,894
15,066224;0,0044;0,1736;0,8787;0,896
15,068971;0,0023;0,1757;0,8824;0,900
15,071845;-0,0018;0,1743;0,8783;0,895
15,074549;-0,0048;0,1711;0,8770;0,894
15,076805;-0,0036;0,1733;0,8760;0,893
15,079143;-0,0069;0,1711;0,8767;0,893
15,081280;-0,0118;0,1716;0,8790;0,896
15,083822;-0,0094;0,1750;0,8824;0,900
15,086020;-0,0099;0,1694;0,8778;0,894
15,088819;-0,0104;0,1696;0,8795;0,896
15,092160;-0,0111;0,1718;0,8804;0,897
15,093961;-0,0133;0,1673;0,8851;0,901
15,095926;-0,0157;0,1674;0,8860;0,902
15,099488;-0,0165;0,1684;0,8929;0,909
15,101736;-0,0174;0,1650;0,8934;0,909
15,103904;-0,0253;0,1669;0,8978;0,913
15,106433;-0,0216;0,1667;0,9017;0,917
15,109116;-0,0211;0,1638;0,9078;0,923
15,112180;-0,0231;0,1611;0,9107;0,925
15,114162;-0,0223;0,1613;0,9183;0,933
15,116620;-0,0174;0,1606;0,9217;0,936
15,118974;-0,0169;0,1606;0,9263;0,940
15,125477;-0,0185;0,1580;0,9342;0,948
15,126145;-0,0126;0,1594;0,9410;0,955
15,127512;-0,0082;0,1596;0,9479;0,961
15,129180;-0,0121;0,1603;0,9486;0,962
15,133610;-0,0106;0,1599;0,9510;0,964
15,134301;-0,0069;0,1631;0,9533;0,967
15,136667;-0,0060;0,1645;0,9569;0,971
15,139268;-0,0082;0,1640;0,9606;0,975
15,141717;-0,0111;0,1643;0,9643;0,978
15,144776;-0,0087;0,1638;0,9669;0,981
15,146928;-0,0085;0,1643;0,9631;0,977
15,152339;-0,0085;0,1643;0,9611;0,975
15,153150;-0,0101;0,1589;0,9582;0,971
15,154381;-0,0167;0,1582;0,9528;0,966
15,158294;-0,0197;0,1587;0,9501;0,963
15,159421;-0,0145;0,1624;0,9520;0,966
15,161882;-0,0180;0,1577;0,9454;0,959
15,164557;-0,0231;0,1601;0,9386;0,952
15,167750;-0,0285;0,1589;0,9337;0,948
15,171859;-0,0321;0,1591;0,9300;0,944
15,172685;-0,0304;0,1567;0,9288;0,942
15,174922;-0,0339;0,1567;0,9247;0,938
15,177211;-0,0380;0,1569;0,9232;0,937
15,180360;-0,0365;0,1603;0,9210;0,936
15,182164;-0,0358;0,1601;0,9179;0,932
15,184916;-0,0400;0,1633;0,9163;0,932
15,187423;-0,0380;0,1603;0,9132;0,928
15,191685;-0,0395;0,1599;0,9149;0,930
15,193343;-0,0360;0,1660;0,9191;0,935
15,194868;-0,0307;0,1694;0,9200;0,936
15,197478;-0,0238;0,1673;0,9170;0,932
15,200190;-0,0202;0,1692;0,9219;0,938
15,202906;-0,0173;0,1713;0,9198;0,936
15,205119;-0,0101;0,1704;0,9183;0,934
15,207695;-0,0026;0,1689;0,9186;0,934
15,210815;0,0024;0,1713;0,9149;0,931
15,212767;0,0064;0,1687;0,9142;0,930
15,215141;0,0100;0,1673;0,9142;0,929
15,217459;0,0186;0,1669;0,9117;0,927
15,220770;0,0196;0,1633;0,9105;0,925
15,222800;0,0176;0,1655;0,9083;0,923
15,226896;0,0181;0,1608;0,9107;0,925
15,228104;0,0238;0,1615;0,9049;0,920
15,231263;0,0230;0,1575;0,9054;0,919
15,235326;0,0166;0,1540;0,9007;0,914
15,236166;0,0157;0,1575;0,9039;0,918
15,237603;0,0130;0,1545;0,9026;0,916
15,240100;0,0084;0,1543;0,8993;0,912
15,242666;0,0042;0,1503;0,8983;0,911
15,246220;0,0015;0,1435;0,9046;0,916
15,247804;-0,0016;0,1413;0,9009;0,912
15,250818;-0,0043;0,1384;0,9021;0,913
15,253135;-0,0094;0,1330;0,9037;0,913
15,255430;-0,0157;0,1308;0,9026;0,912
15,258587;-0,0260;0,1305;0,9058;0,916
15,261034;-0,0302;0,1305;0,9142;0,924
15,262979;-0,0334;0,1268;0,9168;0,926
15,265510;-0,0351;0,1232;0,9179;0,927
15,268193;-0,0421;0,1235;0,9193;0,928
15,272775;-0,0497;0,1223;0,9235;0,933
15,273873;-0,0451;0,1144;0,9205;0,929
15,275687;-0,0473;0,1149;0,9156;0,924
15,277889;-0,0512;0,1105;0,9135;0,922
15,280843;-0,0460;0,1079;0,9135;0,921
15,283136;-0,0392;0,1037;0,9135;0,920
15,286107;-0,0388;0,1039;0,9147;0,921
15,288249;-0,0309;0,0978;0,9142;0,920
15,291946;-0,0274;0,1014;0,9207;0,927
15,293601;-0,0250;0,1027;0,9235;0,929
15,296008;-0,0214;0,0973;0,9252;0,931
15,298218;-0,0190;0,0944;0,9320;0,937
15,301088;-0,0145;0,0949;0,9386;0,943
15,304390;-0,0104;0,0924;0,9408;0,945
15,305784;-0,0101;0,0895;0,9433;0,948
15,309004;-0,0097;0,0878;0,9417;0,946
15,315419;-0,0077;0,0900;0,9440;0,948
15,316139;-0,0052;0,0851;0,9461;0,950
15,316406;-0,0055;0,0848;0,9469;0,951
15,318905;-0,0072;0,0856;0,9445;0,948
15,321016;-0,0060;0,0878;0,9506;0,955
15,325714;-0,0109;0,0839;0,9520;0,956
15,326465;-0,0097;0,0885;0,9494;0,954
15,329009;-0,0097;0,0821;0,9466;0,950
15,333294;-0,0089;0,0816;0,9479;0,951
15,333553;-0,0089;0,0816;0,9452;0,949
15,336188;-0,0089;0,0799;0,9464;0,950
15,339176;-0,0085;0,0765;0,9442;0,947
15,340976;-0,0104;0,0739;0,9422;0,945
15,343656;-0,0064;0,0724;0,9401;0,943
15,346426;-0,0099;0,0683;0,9342;0,937
15,349362;-0,0075;0,0690;0,9291;0,932
15,351814;-0,0050;0,0670;0,9244;0,927
15,353606;-0,0031;0,0623;0,9181;0,920
15,356950;-0,0029;0,0626;0,9135;0,916
15,359642;-0,0020;0,0626;0,9073;0,910
15,361472;0,0030;0,0604;0,9068;0,909
15,364076;0,0040;0,0587;0,9042;0,906
15,366120;0,0056;0,0553;0,9005;0,902
15,369423;0,0073;0,0523;0,8963;0,898
15,374514;0,0108;0,0538;0,8990;0,901
15,375047;0,0181;0,0541;0,9046;0,906
15,376759;0,0208;0,0525;0,9095;0,911
15,378676;0,0228;0,0518;0,9100;0,912
15,382344;0,0294;0,0506;0,9083;0,910
15,383991;0,0320;0,0504;0,9119;0,914
15,386484;0,0377;0,0506;0,9195;0,922
15,389000;0,0438;0,0518;0,9274;0,930
15,392473;0,0474;0,0525;0,9274;0,930
15,394207;0,0480;0,0482;0,9345;0,937
15,396636;0,0513;0,0467;0,9386;0,941
15,399415;0,0501;0,0469;0,9420;0,945
15,402876;0,0508;0,0480;0,9454;0,948
15,406378;0,0492;0,0467;0,9540;0,956
15,407334;0,0523;0,0436;0,9540;0,956
15,409090;0,0536;0,0382;0,9531;0,955
15,411753;0,0516;0,0313;0,9540;0,956
15,415026;0,0480;0,0315;0,9503;0,952
15,417061;0,0474;0,0323;0,9450;0,947
15,419345;0,0426;0,0289;0,9452;0,947
15,422490;0,0387;0,0262;0,9503;0,951
15,424918;0,0379;0,0233;0,9496;0,951
15,427395;0,0318;0,0266;0,9503;0,951
15,429720;0,0289;0,0257;0,9486;0,949
15,433188;0,0247;0,0240;0,9501;0,951
15,434482;0,0213;0,0184;0,9473;0,948
15,439694;0,0179;0,0245;0,9476;0,948
15,440434;0,0147;0,0240;0,9513;0,952
15,442457;0,0115;0,0220;0,9574;0,958
15,444612;0,0096;0,0213;0,9582;0,958
15,449408;0,0081;0,0186;0,9659;0,966
15,451395;0,0052;0,0215;0,9708;0,971
15,452194;0,0059;0,0235;0,9738;0,974
15,454418;0,0064;0,0220;0,9857;0,986
15,456958;0,0064;0,0186;0,9909;0,991
15,460287;0,0084;0,0213;0,9948;0,995
15,462066;0,0133;0,0215;1,0002;1,001
15,464958;0,0205;0,0206;1,0078;1,008
15,467282;0,0201;0,0230;1,0109;1,011
15,471004;0,0238;0,0201;1,0156;1,016
15,472936;0,0306;0,0196;1,0207;1,021
15,474878;0,0355;0,0222;1,0241;1,025
15,478392;0,0379;0,0230;1,0290;1,030
15,480169;0,0396;0,0233;1,0307;1,032
15,482223;0,0428;0,0230;1,0298;1,031
15,485096;0,0433;0,0252;1,0339;1,035
15,487593;0,0420;0,0282;1,0344;1,036
15,490623;0,0445;0,0301;1,0295;1,031
15,492678;0,0440;0,0310;1,0307;1,032
15,495045;0,0462;0,0328;1,0268;1,028
15,497540;0,0452;0,0328;1,0244;1,026
15,500106;0,0450;0,0323;1,0217;1,023
15,502502;0,0428;0,0362;1,0219;1,023
15,505775;0,0403;0,0333;1,0151;1,016
15,507522;0,0375;0,0347;1,0088;1,010
15,512630;0,0369;0,0377;1,0060;1,007
15,518626;0,0347;0,0394;1,0044;1,006
15,519412;0,0323;0,0371;0,9970;0,998
15,519732;0,0331;0,0359;0,9906;0,992
15,521203;0,0266;0,0392;0,9892;0,990
15,523778;0,0279;0,0380;0,9816;0,983
15,527870;0,0289;0,0375;0,9750;0,976
15,528466;0,0279;0,0320;0,9711;0,972
15,531074;0,0323;0,0335;0,9682;0,969
15,533019;0,0335;0,0355;0,9643;0,966
15,535162;0,0338;0,0328;0,9599;0,961
15,537746;0,0428;0,0328;0,9584;0,960
15,540463;0,0396;0,0371;0,9538;0,955
15,543625;0,0450;0,0377;0,9520;0,954
15,545863;0,0482;0,0420;0,9550;0,957
15,548210;0,0508;0,0394;0,9547;0,957
15,552173;0,0501;0,0440;0,9564;0,959
15,553099;0,0550;0,0469;0,9533;0,956
15,555688;0,0557;0,0520;0,9552;0,958
15,558060;0,0582;0,0548;0,9613;0,965
15,561733;0,0611;0,0578;0,9611;0,965
15,563416;0,0601;0,0580;0,9589;0,963
15,565540;0,0648;0,0602;0,9659;0,970
15,568068;0,0662;0,0621;0,9638;0,968
15,578119;0,0706;0,0613;0,9671;0,972
15,579468;0,0721;0,0629;0,9677;0,972
15,579756;0,0762;0,0616;0,9657;0,971
15,579932;0,0787;0,0621;0,9628;0,968
15,580472;0,0804;0,0641;0,9636;0,969
15,583553;0,0783;0,0613;0,9606;0,966
15,585774;0,0774;0,0660;0,9582;0,964
15,588231;0,0758;0,0643;0,9571;0,962
15,592053;0,0709;0,0658;0,9503;0,955
15,593558;0,0739;0,0706;0,9506;0,956
15,596467;0,0680;0,0678;0,9494;0,954
15,598519;0,0629;0,0692;0,9435;0,948
15,600792;0,0650;0,0697;0,9347;0,940
15,605341;0,0626;0,0687;0,9305;0,935
15,607004;0,0599;0,0687;0,9254;0,930
15,608349;0,0567;0,0678;0,9203;0,925
15,612243;0,0572;0,0660;0,9203;0,924
15,613279;0,0529;0,0665;0,9191;0,923
15,616402;0,0533;0,0643;0,9122;0,916
15,618436;0,0508;0,0621;0,9078;0,911
15,621072;0,0496;0,0590;0,9046;0,908
15,623499;0,0433;0,0545;0,9026;0,905
15,634005;0,0406;0,0567;0,8951;0,898
15,635433;0,0345;0,0553;0,8997;0,902
15,636085;0,0335;0,0499;0,9019;0,904
15,636869;0,0294;0,0489;0,9037;0,905
15,637981;0,0245;0,0467;0,9086;0,910
15,638793;0,0203;0,0433;0,9107;0,912
15,641599;0,0213;0,0450;0,9176;0,919
15,644040;0,0184;0,0452;0,9207;0,922
15,646651;0,0161;0,0415;0,9286;0,930
15,649939;0,0140;0,0394;0,9379;0,939
15,651730;0,0117;0,0375;0,9466;0,947
15,654056;0,0145;0,0375;0,9554;0,956
15,656702;0,0152;0,0315;0,9645;0,965
15,658873;0,0159;0,0289;0,9797;0,980
15,661492;0,0189;0,0264;0,9855;0,986
15,663829;0,0176;0,0225;0,9931;0,993
15,666386;0,0157;0,0210;1,0032;1,004
15,669639;0,0154;0,0203;1,0107;1,011
15,673065;0,0171;0,0198;1,0160;1,016
15,675316;0,0140;0,0157;1,0170;1,017
15,677156;0,0135;0,0137;1,0181;1,018
15,680121;0,0137;0,0137;1,0224;1,023
15,681569;0,0084;0,0115;1,0270;1,027
15,684624;0,0084;0,0137;1,0275;1,028
15,687075;0,0081;0,0117;1,0256;1,026
15,689924;0,0030;0,0086;1,0239;1,024
15,692180;-0,0031;0,0059;1,0190;1,019
15,694364;-0,0050;0,0059;1,0168;1,017
15,697506;-0,0094;0,0059;1,0090;1,009
15,699935;-0,0126;0,0032;1,0014;1,002
15,701828;-0,0143;0,0037;0,9955;0,996
15,704752;-0,0174;0,0017;0,9899;0,990
15,707333;-0,0197;0,0040;0,9853;0,986
15,709833;-0,0182;0,0015;0,9816;0,982
15,712675;-0,0194;-0,0013;0,9716;0,972
15,714302;-0,0199;-0,0008;0,9689;0,969
15,717457;-0,0209;0,0010;0,9608;0,961
15,720333;-0,0221;0,0008;0,9579;0,958
15,722500;-0,0190;-0,0011;0,9574;0,958
15,724849;-0,0145;0,0017;0,9550;0,955
15,731066;-0,0194;0,0012;0,9540;0,954
15,731815;-0,0182;0,0035;0,9518;0,952
15,732102;-0,0182;0,0066;0,9513;0,952
15,734927;-0,0182;0,0112;0,9522;0,952
15,742571;-0,0178;0,0098;0,9566;0,957
15,743212;-0,0182;0,0140;0,9626;0,963
15,743469;-0,0180;0,0124;0,9669;0,967
15,744563;-0,0157;0,0135;0,9757;0,976
15,747237;-0,0192;0,0186;0,9846;0,985
15,750077;-0,0169;0,0191;0,9869;0,987
15,752393;-0,0145;0,0206;0,9953;0,996
15,754644;-0,0209;0,0215;0,9943;0,995
15,757514;-0,0311;0,0189;0,9965;0,997
15,759826;-0,0355;0,0201;1,0029;1,004
15,762671;-0,0402;0,0196;1,0141;1,015
15,764883;-0,0441;0,0189;1,0221;1,023
15,767884;-0,0463;0,0210;1,0300;1,031
15,771142;-0,0532;0,0210;1,0307;1,032
15,773874;-0,0556;0,0215;1,0319;1,034
15,774836;-0,0619;0,0186;1,0351;1,037
15,779153;-0,0715;0,0194;1,0349;1,038
15,779939;-0,0739;0,0210;1,0324;1,035
15,783754;-0,0817;0,0222;1,0310;1,034
15,786069;-0,0915;0,0240;1,0256;1,030
15,787515;-0,0923;0,0262;1,0224;1,027
15,790249;-0,0952;0,0250;1,0239;1,029
15,792710;-0,0966;0,0240;1,0212;1,026
15,795591;-0,0984;0,0269;1,0137;1,019
15,797685;-0,0935;0,0266;1,0100;1,015
15,800315;-0,0908;0,0252;1,0063;1,011
15,802437;-0,0889;0,0284;0,9997;1,004
15,806208;-0,0842;0,0269;0,9962;1,000
15,807904;-0,0793;0,0306;0,9914;0,995
15,811944;-0,0747;0,0294;0,9878;0,991
15,812964;-0,0695;0,0313;0,9911;0,994
15,815204;-0,0637;0,0310;0,9978;1,000
15,818561;-0,0612;0,0315;1,0002;1,003
15,820649;-0,0556;0,0359;1,0076;1,010
15,823164;-0,0527;0,0399;1,0195;1,022
15,825737;-0,0478;0,0445;1,0310;1,033
15,835103;-0,0427;0,0467;1,0428;1,045
15,836191;-0,0439;0,0492;1,0524;1,055
15,836891;-0,0370;0,0545;1,0649;1,067
15,837565;-0,0316;0,0616;1,0769;1,079
15,838175;-0,0316;0,0592;1,0867;1,089
15,849055;-0,0270;0,0582;1,0992;1,101
15,849812;-0,0180;0,0618;1,1069;1,109
15,850092;-0,0097;0,0653;1,1195;1,121
15,850324;-0,0045;0,0641;1,1260;1,128
15,852922;-0,0040;0,0653;1,1358;1,138
15,853398;-0,0001;0,0613;1,1458;1,147
15,856394;0,0037;0,0590;1,1495;1,151
15,858404;0,0032;0,0587;1,1475;1,149
15,863439;0,0073;0,0572;1,1530;1,154
15,865054;0,0032;0,0538;1,1510;1,152
15,866600;0,0052;0,0520;1,1556;1,157
15,868459;0,0047;0,0560;1,1600;1,161
15,871765;0,0007;0,0574;1,1588;1,160
15,873491;-0,0023;0,0585;1,1614;1,163
15,875900;-0,0023;0,0634;1,1619;1,164
15,878414;-0,0106;0,0623;1,1605;1,162
15,881120;-0,0145;0,0631;1,1605;1,162
15,884522;-0,0192;0,0636;1,1635;1,165
15,886309;-0,0190;0,0678;1,1644;1,167
15,888611;-0,0218;0,0690;1,1639;1,166
15,892173;-0,0236;0,0716;1,1588;1,161
15,893803;-0,0299;0,0683;1,1579;1,160
15,896042;-0,0339;0,0702;1,1583;1,161
15,898760;-0,0351;0,0746;1,1507;1,154
15,901512;-0,0358;0,0739;1,1470;1,150
15,903620;-0,0341;0,0795;1,1483;1,152
15,906524;-0,0295;0,0765;1,1434;1,146
15,909171;-0,0285;0,0773;1,1478;1,151
15,911906;-0,0292;0,0763;1,1514;1,154
15,914003;-0,0314;0,0776;1,1486;1,152
15,916336;-0,0292;0,0778;1,1505;1,154
15,918972;-0,0319;0,0790;1,1537;1,157
15,921190;-0,0314;0,0780;1,1598;1,163
15,923979;-0,0380;0,0788;1,1688;1,172
15,926355;-0,0351;0,0819;1,1732;1,177
15,932256;-0,0365;0,0846;1,1768;1,180
15,932956;-0,0343;0,0872;1,1828;1,186
15,933782;-0,0363;0,0881;1,1915;1,195
15,936377;-0,0375;0,0890;1,1964;1,200
15,939015;-0,0372;0,0919;1,1957;1,200
15,945536;-0,0316;0,0953;1,2071;1,211
15,946308;-0,0295;0,0949;1,2089;1,213
15,946623;-0,0267;0,0963;1,2092;1,213
15,949095;-0,0231;0,0990;1,2099;1,214
15,952703;-0,0204;0,1024;1,2055;1,210
15,954043;-0,0131;0,1002;1,2026;1,207
15,957062;-0,0067;0,1005;1,2031;1,207
15,959168;-0,0013;0,1017;1,1977;1,202
15,961568;0,0086;0,1027;1,1922;1,197
15,964684;0,0140;0,1049;1,1835;1,188
15,967043;0,0201;0,1027;1,1768;1,181
15,969761;0,0238;0,1039;1,1593;1,164
15,972097;0,0277;0,1066;1,1498;1,155
15,974326;0,0315;0,1061;1,1356;1,141
15,977001;0,0303;0,1122;1,1258;1,132
15,979606;0,0303;0,1127;1,1114;1,118
15,981749;0,0277;0,1184;1,0999;1,107
15,985190;0,0257;0,1210;1,0850;1,092
15,987697;0,0210;0,1247;1,0713;1,079
15,989844;0,0189;0,1247;1,0603;1,068
15,992659;0,0179;0,1207;1,0476;1,055
15,994281;0,0159;0,1256;1,0351;1,043
15,996826;0,0128;0,1268;1,0253;1,033
15,999562;0,0068;0,1279;1,0112;1,019
16,001873;0,0052;0,1259;1,0039;1,012
16,004558;-0,0004;0,1230;1,0002;1,008
16,007437;-0,0011;0,1252;0,9918;1,000
16,011647;-0,0040;0,1244;0,9860;0,994
16,013472;-0,0087;0,1237;0,9792;0,987
16,014458;-0,0126;0,1179;0,9718;0,979
16,016956;-0,0157;0,1179;0,9657;0,973
16,020387;-0,0187;0,1176;0,9594;0,967
16,022114;-0,0178;0,1166;0,9566;0,964
16,025886;-0,0229;0,1174;0,9538;0,961
16,027227;-0,0234;0,1174;0,9506;0,958
16,032892;-0,0299;0,1191;0,9469;0,955
16,033482;-0,0329;0,1186;0,9457;0,954
16,034894;-0,0302;0,1154;0,9420;0,950
16,037631;-0,0331;0,1159;0,9410;0,949
16,040715;-0,0321;0,1191;0,9405;0,949
16,043167;-0,0311;0,1176;0,9384;0,946
16,044821;-0,0311;0,1147;0,9337;0,941
16,047655;-0,0299;0,1166;0,9359;0,944
16,049981;-0,0250;0,1147;0,9361;0,943
16,054025;-0,0241;0,1168;0,9359;0,943
16,055850;-0,0265;0,1137;0,9352;0,942
16,057600;-0,0255;0,1147;0,9357;0,943
16,060105;-0,0278;0,1139;0,9361;0,943
16,063301;-0,0307;0,1137;0,9377;0,945
16,065861;-0,0295;0,1127;0,9379;0,945
16,067717;-0,0290;0,1147;0,9368;0,944
16,070613;-0,0316;0,1151;0,9430;0,950
16,073202;-0,0370;0,1083;0,9489;0,956
16,075302;-0,0397;0,1042;0,9559;0,962
16,077782;-0,0460;0,1049;0,9623;0,969
16,080170;-0,0488;0,1039;0,9657;0,973
16,082619;-0,0441;0,0997;0,9708;0,977
16,085807;-0,0481;0,1002;0,9774;0,984
16,087742;-0,0565;0,0944;0,9846;0,991
16,090290;-0,0602;0,0883;0,9911;0,997
16,093279;-0,0602;0,0834;0,9997;1,005
16,095048;-0,0666;0,0763;1,0060;1,011
16,098016;-0,0693;0,0716;1,0121;1,017
16,100476;-0,0759;0,0697;1,0214;1,027
16,102856;-0,0812;0,0667;1,0317;1,037
16,105467;-0,0822;0,0653;1,0379;1,043
16,108138;-0,0840;0,0585;1,0474;1,052
16,112446;-0,0856;0,0585;1,0596;1,065
16,112997;-0,0874;0,0531;1,0696;1,074
16,116084;-0,0908;0,0518;1,0764;1,082
16,117782;-0,0912;0,0474;1,0869;1,092
16,121286;-0,0915;0,0426;1,0955;1,100
16,123171;-0,0891;0,0415;1,1004;1,105
16,125673;-0,0893;0,0364;1,1099;1,114
16,128242;-0,0942;0,0303;1,1167;1,121
16,136078;-0,0910;0,0287;1,1180;1,122
16,137192;-0,0966;0,0282;1,1214;1,126
16,137715;-0,1001;0,0257;1,1336;1,138
16,138403;-0,1028;0,0254;1,1390;1,144
16,148136;-0,1069;0,0247;1,1456;1,151
16,149292;-0,1103;0,0233;1,1514;1,157
16,149746;-0,1110;0,0217;1,1558;1,161
16,150141;-0,1135;0,0217;1,1612;1,167
16,151837;-0,1152;0,0264;1,1659;1,172
16,154033;-0,1184;0,0213;1,1666;1,173
16,157081;-0,1189;0,0242;1,1654;1,172
16,158667;-0,1192;0,0269;1,1666;1,173
16,161077;-0,1187;0,0250;1,1635;1,170
16,164388;-0,1223;0,0233;1,1537;1,160
16,166028;-0,1192;0,0259;1,1453;1,152
16,168563;-0,1231;0,0247;1,1372;1,144
16,172573;-0,1250;0,0266;1,1267;1,134
16,175543;-0,1231;0,0271;1,1199;1,127
16,177189;-0,1226;0,0320;1,1102;1,117
16,178784;-0,1174;0,0333;1,0997;1,106
16,181204;-0,1159;0,0338;1,0918;1,098
16,183693;-0,1125;0,0384;1,0864;1,093
16,186465;-0,1113;0,0420;1,0820;1,089
16,189040;-0,1099;0,0499;1,0752;1,082
16,192491;-0,1074;0,0545;1,0652;1,072
16,193834;-0,1035;0,0587;1,0622;1,069
16,196238;-0,0982;0,0626;1,0571;1,064
16,199233;-0,0893;0,0648;1,0524;1,058
16,201552;-0,0854;0,0680;1,0474;1,053
16,203828;-0,0793;0,0724;1,0422;1,048
16,206258;-0,0742;0,0767;1,0310;1,037
16,209167;-0,0681;0,0848;1,0261;1,032
16,211887;-0,0549;0,0860;1,0232;1,028
16,213898;-0,0551;0,0897;1,0185;1,024
16,216264;-0,0507;0,0937;1,0073;1,013
16,219513;-0,0468;0,0939;1,0024;1,008
16,221930;-0,0432;0,0968;0,9970;1,003
16,224125;-0,0414;0,1049;0,9909;0,997
16,227194;-0,0441;0,1070;0,9869;0,994
16,229074;-0,0400;0,1079;0,9821;0,989
16,236886;-0,0370;0,1083;0,9776;0,984
16,237889;-0,0358;0,1105;0,9731;0,980
16,238215;-0,0329;0,1102;0,9696;0,976
16,239495;-0,0290;0,1066;0,9667;0,973
16,249214;-0,0260;0,1083;0,9650;0,971
16,250396;-0,0302;0,1070;0,9618;0,968
16,251017;-0,0290;0,1095;0,9618;0,968
16,251514;-0,0283;0,1054;0,9587;0,965
16,252515;-0,0346;0,1017;0,9587;0,965
16,254809;-0,0343;0,0990;0,9579;0,964
16,256881;-0,0331;0,0983;0,9587;0,964
16,259242;-0,0388;0,0941;0,9538;0,959
16,261877;-0,0434;0,0953;0,9520;0,958
16,265054;-0,0470;0,0914;0,9554;0,961
16,267013;-0,0500;0,0863;0,9591;0,964
16,271168;-0,0521;0,0856;0,9652;0,970
16,272419;-0,0561;0,0846;0,9706;0,976
16,274178;-0,0590;0,0858;0,9757;0,981
16,277109;-0,0595;0,0816;0,9745;0,980
16,279579;-0,0632;0,0755;0,9825;0,987
16,281972;-0,0695;0,0770;0,9848;0,990
16,284470;-0,0668;0,0751;0,9911;0,996
16,288154;-0,0644;0,0760;0,9946;1,000
16,289669;-0,0666;0,0739;0,9987;1,004
16,292740;-0,0656;0,0721;0,9999;1,005
16,294480;-0,0688;0,0721;0,9999;1,005
16,297253;-0,0695;0,0706;1,0102;1,015
16,300223;-0,0693;0,0697;1,0127;1,017
16,302126;-0,0688;0,0685;1,0163;1,021
16,304446;-0,0710;0,0695;1,0195;1,024
16,307462;-0,0722;0,0643;1,0197;1,024
16,311931;-0,0724;0,0667;1,0181;1,023
16,312825;-0,0724;0,0616;1,0200;1,024
16,314798;-0,0744;0,0613;1,0178;1,022
16,317276;-0,0756;0,0587;1,0137;1,018
16,320301;-0,0771;0,0580;1,0095;1,014
16,328305;-0,0817;0,0541;1,0053;1,010
16,329307;-0,0835;0,0538;1,0060;1,011
16,329720;-0,0859;0,0501;0,9978;1,003
16,341863;-0,0868;0,0497;0,9948;1,000
16,342545;-0,0893;0,0474;0,9860;0,991
16,342879;-0,0893;0,0452;0,9799;0,985
16,343091;-0,0961;0,0426;0,9696;0,975
16,343293;-0,0986;0,0377;0,9611;0,967
16,343589;-0,1003;0,0347;0,9538;0,960
16,345467;-0,1026;0,0340;0,9469;0,953
16,347744;-0,1052;0,0333;0,9408;0,947
16,350886;-0,1106;0,0335;0,9354;0,943
16,352897;-0,1101;0,0313;0,9310;0,938
16,355241;-0,1150;0,0313;0,9317;0,939
16,357763;-0,1182;0,0282;0,9276;0,935
16,360155;-0,1180;0,0301;0,9296;0,938
16,362621;-0,1169;0,0277;0,9261;0,934
16,366470;-0,1167;0,0215;0,9242;0,932
16,367970;-0,1192;0,0213;0,9244;0,932
16,370550;-0,1164;0,0184;0,9256;0,933
16,373146;-0,1238;0,0184;0,9244;0,933
16,375325;-0,1238;0,0164;0,9263;0,935
16,377811;-0,1264;0,0152;0,9271;0,936
16,380549;-0,1285;0,0101;0,9276;0,936
16,382959;-0,1311;0,0084;0,9271;0,936
