dateTime,X,Y,Z
2023-02-07 15:45:03.945050,0.20,0.31,-6.44
2023-02-07 15:45:03.953398,0.20,0.28,-6.39
2023-02-07 15:45:03.964345,0.17,0.25,-6.36
2023-02-07 15:45:03.973074,0.11,0.32,-6.37
2023-02-07 15:45:03.983209,0.10,0.36,-6.40
2023-02-07 15:45:03.994028,0.09,0.42,-6.48
2023-02-07 15:45:04.002296,0.08,0.43,-6.51
2023-02-07 15:45:04.013217,0.06,0.39,-6.50
2023-02-07 15:45:04.024020,0.09,0.36,-6.50
2023-02-07 15:45:04.032232,0.13,0.30,-6.49
2023-02-07 15:45:04.043075,0.18,0.28,-6.54
2023-02-07 15:45:04.051275,0.17,0.27,-6.47
2023-02-07 15:45:04.062068,0.13,0.26,-6.43
2023-02-07 15:45:04.073084,0.15,0.29,-6.36
2023-02-07 15:45:04.081301,0.17,0.29,-6.42
2023-02-07 15:45:04.092495,0.17,0.32,-6.44
2023-02-07 15:45:04.102917,0.17,0.31,-6.44
2023-02-07 15:45:04.111071,0.19,0.31,-6.46
2023-02-07 15:45:04.122529,0.22,0.31,-6.52
2023-02-07 15:45:04.130251,0.21,0.32,-6.56
2023-02-07 15:45:04.141190,0.18,0.28,-6.48
2023-02-07 15:45:04.151994,0.19,0.34,-6.43
2023-02-07 15:45:04.160177,0.17,0.29,-6.47
2023-02-07 15:45:04.170935,0.19,0.30,-6.52
2023-02-07 15:45:04.181768,0.23,0.27,-6.51
2023-02-07 15:45:04.190392,0.25,0.30,-6.57
2023-02-07 15:45:04.200984,0.21,0.31,-6.57
2023-02-07 15:45:04.209104,0.20,0.33,-6.51
2023-02-07 15:45:04.220249,0.19,0.41,-6.53
2023-02-07 15:45:04.230662,0.20,0.36,-6.53
2023-02-07 15:45:04.239622,0.15,0.34,-6.55
2023-02-07 15:45:04.249886,0.17,0.31,-6.51
2023-02-07 15:45:04.260583,0.20,0.26,-6.46
2023-02-07 15:45:04.268961,0.23,0.30,-6.52
2023-02-07 15:45:04.279608,0.17,0.26,-6.50
2023-02-07 15:45:04.287959,0.07,0.31,-6.42
2023-02-07 15:45:04.298728,0.12,0.40,-6.38
2023-02-07 15:45:04.309562,0.17,0.38,-6.42
2023-02-07 15:45:04.318463,0.17,0.38,-6.46
2023-02-07 15:45:04.328720,0.18,0.29,-6.43
2023-02-07 15:45:04.339929,0.12,0.31,-6.35
2023-02-07 15:45:04.347697,0.11,0.34,-6.39
2023-02-07 15:45:04.359555,0.19,0.38,-6.48
2023-02-07 15:45:04.366915,0.20,0.37,-6.51
2023-02-07 15:45:04.377751,0.17,0.33,-6.41
2023-02-07 15:45:04.389816,0.14,0.33,-6.38
2023-02-07 15:45:04.396808,0.15,0.35,-6.41
2023-02-07 15:45:04.410178,0.20,0.31,-6.50
2023-02-07 15:45:04.418405,0.23,0.28,-6.52
2023-02-07 15:45:04.426568,0.18,0.27,-6.52
2023-02-07 15:45:04.437415,0.12,0.25,-6.52
2023-02-07 15:45:04.446379,0.14,0.37,-6.60
2023-02-07 15:45:04.458862,0.11,0.41,-6.56
2023-02-07 15:45:04.467272,0.17,0.41,-6.47
2023-02-07 15:45:04.477700,0.21,0.40,-6.43
2023-02-07 15:45:04.488555,0.24,0.33,-6.40
2023-02-07 15:45:04.497672,0.22,0.31,-6.36
2023-02-07 15:45:04.505882,0.25,0.28,-6.41
2023-02-07 15:45:04.516235,0.23,0.33,-6.46
2023-02-07 15:45:04.524700,0.22,0.34,-6.48
2023-02-07 15:45:04.535381,0.21,0.40,-6.49
2023-02-07 15:45:04.546319,0.16,0.41,-6.54
2023-02-07 15:45:04.554450,0.14,0.46,-6.56
2023-02-07 15:45:04.565556,0.13,0.44,-6.62
2023-02-07 15:45:04.576067,0.20,0.40,-6.62
2023-02-07 15:45:04.584462,0.23,0.33,-6.60
2023-02-07 15:45:04.595306,0.23,0.32,-6.55
2023-02-07 15:45:04.603447,0.20,0.31,-6.55
2023-02-07 15:45:04.614394,0.23,0.29,-6.51
2023-02-07 15:45:04.625138,0.24,0.31,-6.44
2023-02-07 15:45:04.633411,0.28,0.31,-6.37
2023-02-07 15:45:04.644277,0.28,0.33,-6.30
2023-02-07 15:45:04.655461,0.22,0.34,-6.26
2023-02-07 15:45:04.663208,0.24,0.32,-6.30
2023-02-07 15:45:04.674253,0.22,0.34,-6.30
2023-02-07 15:45:04.682358,0.23,0.33,-6.33
2023-02-07 15:45:04.693094,0.21,0.34,-6.38
2023-02-07 15:45:04.708600,0.20,0.35,-6.41
2023-02-07 15:45:04.712602,0.14,0.39,-6.48
2023-02-07 15:45:04.723846,0.12,0.41,-6.50
2023-02-07 15:45:04.734042,0.11,0.41,-6.51
2023-02-07 15:45:04.742688,0.15,0.42,-6.57
2023-02-07 15:45:04.753180,0.14,0.44,-6.53
2023-02-07 15:45:04.761209,0.17,0.43,-6.48
2023-02-07 15:45:04.775816,0.26,0.44,-6.42
2023-02-07 15:45:04.782935,0.29,0.39,-6.40
2023-02-07 15:45:04.791383,0.32,0.35,-6.43
2023-02-07 15:45:04.801922,0.29,0.33,-6.50
2023-02-07 15:45:04.810142,0.33,0.35,-6.51
2023-02-07 15:45:04.820989,0.33,0.35,-6.53
2023-02-07 15:45:04.831923,0.31,0.34,-6.53
2023-02-07 15:45:04.840921,0.32,0.34,-6.53
2023-02-07 15:45:04.851209,0.30,0.35,-6.49
2023-02-07 15:45:04.863033,0.29,0.36,-6.46
2023-02-07 15:45:04.876067,0.29,0.34,-6.43
2023-02-07 15:45:04.880898,0.32,0.32,-6.43
2023-02-07 15:45:04.889084,0.24,0.37,-6.47
2023-02-07 15:45:04.899839,0.24,0.39,-6.47
2023-02-07 15:45:04.910784,0.24,0.41,-6.49
2023-02-07 15:45:04.918919,0.21,0.44,-6.46
2023-02-07 15:45:04.929806,0.20,0.46,-6.47
2023-02-07 15:45:04.938002,0.19,0.44,-6.49
2023-02-07 15:45:04.948845,0.21,0.43,-6.45
2023-02-07 15:45:04.959664,0.20,0.44,-6.50
2023-02-07 15:45:04.968329,0.21,0.41,-6.51
2023-02-07 15:45:04.978696,0.19,0.38,-6.51
2023-02-07 15:45:04.993593,0.18,0.41,-6.41
2023-02-07 15:45:04.997995,0.23,0.41,-6.44
2023-02-07 15:45:05.009445,0.26,0.39,-6.44
2023-02-07 15:45:05.016857,0.22,0.36,-6.44
2023-02-07 15:45:05.027688,0.20,0.33,-6.41
2023-02-07 15:45:05.083293,0.20,0.39,-6.47
2023-02-07 15:45:05.101236,0.20,0.42,-6.49
2023-02-07 15:45:05.102658,0.18,0.39,-6.46
2023-02-07 15:45:05.103935,0.17,0.38,-6.44
2023-02-07 15:45:05.104652,0.20,0.37,-6.47
2023-02-07 15:45:05.105333,0.20,0.33,-6.47
2023-02-07 15:45:05.106245,0.25,0.26,-6.49
2023-02-07 15:45:05.108465,0.26,0.26,-6.50
2023-02-07 15:45:05.117468,0.22,0.32,-6.43
2023-02-07 15:45:05.126301,0.23,0.34,-6.44
2023-02-07 15:45:05.137476,0.27,0.38,-6.47
2023-02-07 15:45:05.147275,0.25,0.37,-6.52
2023-02-07 15:45:05.155830,0.22,0.34,-6.54
2023-02-07 15:45:05.166362,0.18,0.36,-6.48
2023-02-07 15:45:05.175098,0.21,0.36,-6.49
2023-02-07 15:45:05.185475,0.26,0.40,-6.49
2023-02-07 15:45:05.196343,0.25,0.44,-6.50
2023-02-07 15:45:05.204620,0.21,0.44,-6.45
2023-02-07 15:45:05.215402,0.18,0.45,-6.45
2023-02-07 15:45:05.226224,0.16,0.41,-6.49
2023-02-07 15:45:05.234534,0.20,0.40,-6.52
2023-02-07 15:45:05.245403,0.30,0.37,-6.53
2023-02-07 15:45:05.253623,0.30,0.35,-6.45
2023-02-07 15:45:05.264306,0.24,0.34,-6.42
2023-02-07 15:45:05.275218,0.22,0.34,-6.35
2023-02-07 15:45:05.283450,0.25,0.33,-6.39
2023-02-07 15:45:05.294288,0.24,0.31,-6.45
2023-02-07 15:45:05.306297,0.26,0.32,-6.47
2023-02-07 15:45:05.313327,0.19,0.30,-6.50
2023-02-07 15:45:05.324290,0.18,0.33,-6.54
2023-02-07 15:45:05.332459,0.21,0.34,-6.54
2023-02-07 15:45:05.343368,0.17,0.38,-6.49
2023-02-07 15:45:05.354122,0.21,0.39,-6.44
2023-02-07 15:45:05.362415,0.22,0.37,-6.41
2023-02-07 15:45:05.373772,0.17,0.39,-6.34
2023-02-07 15:45:05.384063,0.17,0.37,-6.32
2023-02-07 15:45:05.392700,0.20,0.33,-6.40
2023-02-07 15:45:05.403008,0.20,0.34,-6.46
2023-02-07 15:45:05.411271,0.17,0.37,-6.42
2023-02-07 15:45:05.422536,0.20,0.40,-6.42
2023-02-07 15:45:05.433008,0.23,0.40,-6.46
2023-02-07 15:45:05.441566,0.21,0.42,-6.46
2023-02-07 15:45:05.452206,0.19,0.39,-6.51
2023-02-07 15:45:05.460587,0.23,0.35,-6.49
2023-02-07 15:45:05.471119,0.28,0.31,-6.44
2023-02-07 15:45:05.481957,0.33,0.31,-6.44
2023-02-07 15:45:05.490554,0.32,0.33,-6.45
2023-02-07 15:45:05.501301,0.29,0.32,-6.44
2023-02-07 15:45:05.509350,0.26,0.38,-6.41
2023-02-07 15:45:05.520328,0.27,0.42,-6.43
2023-02-07 15:45:05.530796,0.23,0.45,-6.45
2023-02-07 15:45:05.539359,0.26,0.43,-6.47
2023-02-07 15:45:05.549926,0.28,0.40,-6.47
2023-02-07 15:45:05.558711,0.28,0.33,-6.52
2023-02-07 15:45:05.569029,0.29,0.32,-6.53
2023-02-07 15:45:05.580323,0.28,0.31,-6.55
2023-02-07 15:45:05.588092,0.25,0.39,-6.56
2023-02-07 15:45:05.599137,0.18,0.40,-6.56
2023-02-07 15:45:05.609647,0.17,0.43,-6.48
2023-02-07 15:45:05.618688,0.19,0.45,-6.49
2023-02-07 15:45:05.628896,0.18,0.41,-6.48
2023-02-07 15:45:05.637151,0.20,0.36,-6.53
2023-02-07 15:45:05.647947,0.18,0.35,-6.51
2023-02-07 15:45:05.659765,0.16,0.40,-6.50
2023-02-07 15:45:05.667239,0.17,0.42,-6.45
2023-02-07 15:45:05.677725,0.19,0.41,-6.45
2023-02-07 15:45:05.688613,0.19,0.40,-6.41
2023-02-07 15:45:05.696796,0.21,0.34,-6.40
2023-02-07 15:45:05.708653,0.20,0.35,-6.36
2023-02-07 15:45:05.715979,0.22,0.39,-6.36
2023-02-07 15:45:05.726741,0.23,0.44,-6.48
2023-02-07 15:45:05.737636,0.19,0.41,-6.51
2023-02-07 15:45:05.746557,0.18,0.41,-6.56
2023-02-07 15:45:05.756841,0.22,0.42,-6.54
2023-02-07 15:45:05.765044,0.23,0.45,-6.51
2023-02-07 15:45:05.778622,0.18,0.41,-6.54
2023-02-07 15:45:05.787563,0.18,0.38,-6.57
2023-02-07 15:45:05.794861,0.18,0.43,-6.52
2023-02-07 15:45:05.806361,0.22,0.42,-6.51
2023-02-07 15:45:05.816396,0.21,0.37,-6.50
2023-02-07 15:45:05.824985,0.22,0.37,-6.52
2023-02-07 15:45:05.835721,0.21,0.38,-6.51
2023-02-07 15:45:05.844003,0.17,0.43,-6.50
2023-02-07 15:45:05.854620,0.17,0.48,-6.49
2023-02-07 15:45:05.865582,0.14,0.48,-6.46
2023-02-07 15:45:05.874009,0.15,0.46,-6.47
2023-02-07 15:45:05.884583,0.16,0.44,-6.39
2023-02-07 15:45:05.895328,0.22,0.40,-6.37
2023-02-07 15:45:05.903748,0.24,0.32,-6.44
2023-02-07 15:45:05.914937,0.24,0.28,-6.44
2023-02-07 15:45:05.923049,0.24,0.36,-6.44
2023-02-07 15:45:05.933506,0.21,0.42,-6.50
2023-02-07 15:45:05.944265,0.19,0.50,-6.51
2023-02-07 15:45:05.952591,0.17,0.53,-6.51
2023-02-07 15:45:05.963379,0.21,0.54,-6.49
2023-02-07 15:45:05.974462,0.23,0.51,-6.58
2023-02-07 15:45:05.982451,0.23,0.42,-6.56
2023-02-07 15:45:05.993391,0.23,0.35,-6.53
2023-02-07 15:45:06.001546,0.23,0.36,-6.52
2023-02-07 15:45:06.012329,0.23,0.38,-6.55
2023-02-07 15:45:06.023388,0.24,0.39,-6.55
2023-02-07 15:45:06.031547,0.20,0.44,-6.52
2023-02-07 15:45:06.042467,0.18,0.47,-6.48
2023-02-07 15:45:06.053214,0.25,0.49,-6.48
2023-02-07 15:45:06.061565,0.28,0.39,-6.48
2023-02-07 15:45:06.072413,0.28,0.32,-6.42
2023-02-07 15:45:06.080498,0.29,0.30,-6.41
2023-02-07 15:45:06.091354,0.27,0.30,-6.36
2023-02-07 15:45:06.102112,0.22,0.32,-6.36
2023-02-07 15:45:06.110345,0.26,0.38,-6.38
2023-02-07 15:45:06.121251,0.22,0.38,-6.37
2023-02-07 15:45:06.132020,0.21,0.42,-6.40
2023-02-07 15:45:06.140419,0.22,0.43,-6.41
2023-02-07 15:45:06.151301,0.20,0.41,-6.45
2023-02-07 15:45:06.159641,0.21,0.42,-6.46
2023-02-07 15:45:06.170383,0.20,0.39,-6.51
2023-02-07 15:45:06.180993,0.18,0.39,-6.54
2023-02-07 15:45:06.189656,0.20,0.35,-6.55
2023-02-07 15:45:06.200144,0.22,0.39,-6.52
2023-02-07 15:45:06.210857,0.22,0.45,-6.47
2023-02-07 15:45:06.219269,0.20,0.45,-6.46
2023-02-07 15:45:06.230019,0.24,0.43,-6.43
2023-02-07 15:45:06.238176,0.24,0.42,-6.38
2023-02-07 15:45:06.249110,0.20,0.41,-6.36
2023-02-07 15:45:06.259999,0.22,0.37,-6.45
2023-02-07 15:45:06.268436,0.19,0.36,-6.45
2023-02-07 15:45:06.278955,0.15,0.36,-6.45
2023-02-07 15:45:06.289777,0.14,0.40,-6.43
2023-02-07 15:45:06.298100,0.17,0.44,-6.42
2023-02-07 15:45:06.309469,0.17,0.40,-6.49
2023-02-07 15:45:06.317084,0.23,0.29,-6.55
2023-02-07 15:45:06.328185,0.18,0.26,-6.49
2023-02-07 15:45:06.338679,0.15,0.28,-6.46
2023-02-07 15:45:06.347100,0.19,0.34,-6.46
2023-02-07 15:45:06.358138,0.23,0.32,-6.48
2023-02-07 15:45:06.368583,0.23,0.38,-6.47
2023-02-07 15:45:06.377319,0.21,0.41,-6.44
2023-02-07 15:45:06.387669,0.18,0.39,-6.40
2023-02-07 15:45:06.396305,0.20,0.36,-6.43
2023-02-07 15:45:06.407110,0.23,0.38,-6.50
2023-02-07 15:45:06.417696,0.20,0.37,-6.49
2023-02-07 15:45:06.426313,0.25,0.35,-6.48
2023-02-07 15:45:06.437456,0.25,0.35,-6.47
2023-02-07 15:45:06.447605,0.21,0.34,-6.51
2023-02-07 15:45:06.455767,0.17,0.38,-6.59
2023-02-07 15:45:06.466627,0.11,0.44,-6.60
2023-02-07 15:45:06.475949,0.14,0.40,-6.61
2023-02-07 15:45:06.485665,0.23,0.39,-6.53
2023-02-07 15:45:06.496553,0.27,0.37,-6.50
2023-02-07 15:45:06.504769,0.27,0.31,-6.54
2023-02-07 15:45:06.515663,0.22,0.30,-6.50
2023-02-07 15:45:06.527009,0.19,0.37,-6.46
2023-02-07 15:45:06.534725,0.17,0.40,-6.43
2023-02-07 15:45:06.545391,0.18,0.39,-6.42
2023-02-07 15:45:06.553798,0.19,0.37,-6.35
2023-02-07 15:45:06.565371,0.23,0.31,-6.41
2023-02-07 15:45:06.575318,0.24,0.30,-6.45
2023-02-07 15:45:06.583690,0.20,0.33,-6.47
2023-02-07 15:45:06.594388,0.17,0.31,-6.54
2023-02-07 15:45:06.606298,0.15,0.35,-6.51
2023-02-07 15:45:06.613628,0.18,0.36,-6.53
2023-02-07 15:45:06.624506,0.18,0.42,-6.50
2023-02-07 15:45:06.632583,0.20,0.40,-6.42
2023-02-07 15:45:06.643861,0.18,0.41,-6.35
2023-02-07 15:45:06.654247,0.16,0.41,-6.37
2023-02-07 15:45:06.662551,0.18,0.38,-6.37
2023-02-07 15:45:06.673826,0.22,0.33,-6.34
2023-02-07 15:45:06.684187,0.24,0.28,-6.33
2023-02-07 15:45:06.692671,0.25,0.26,-6.35
2023-02-07 15:45:06.703264,0.26,0.28,-6.41
2023-02-07 15:45:06.711516,0.28,0.26,-6.49
2023-02-07 15:45:06.722540,0.25,0.27,-6.57
2023-02-07 15:45:06.733119,0.22,0.29,-6.61
2023-02-07 15:45:06.741937,0.15,0.34,-6.62
2023-02-07 15:45:06.752549,0.13,0.36,-6.60
2023-02-07 15:45:06.763036,0.17,0.37,-6.54
2023-02-07 15:45:06.771328,0.19,0.41,-6.53
2023-02-07 15:45:06.782169,0.19,0.40,-6.43
2023-02-07 15:45:06.790586,0.19,0.38,-6.38
2023-02-07 15:45:06.801137,0.21,0.36,-6.39
2023-02-07 15:45:06.811956,0.18,0.30,-6.43
2023-02-07 15:45:06.820609,0.15,0.34,-6.47
2023-02-07 15:45:06.831175,0.14,0.43,-6.50
2023-02-07 15:45:06.842215,0.09,0.46,-6.43
2023-02-07 15:45:06.850254,0.09,0.47,-6.44
2023-02-07 15:45:06.862037,0.16,0.48,-6.48
2023-02-07 15:45:06.869478,0.21,0.38,-6.53
2023-02-07 15:45:06.880550,0.23,0.35,-6.49
2023-02-07 15:45:06.891771,0.26,0.34,-6.52
2023-02-07 15:45:06.900080,0.25,0.30,-6.47
2023-02-07 15:45:06.910760,0.32,0.21,-6.51
2023-02-07 15:45:06.920720,0.29,0.23,-6.51
2023-02-07 15:45:06.929435,0.21,0.32,-6.47
2023-02-07 15:45:06.940125,0.20,0.44,-6.48
2023-02-07 15:45:06.948262,0.21,0.43,-6.45
2023-02-07 15:45:06.959670,0.27,0.40,-6.45
2023-02-07 15:45:06.969811,0.23,0.37,-6.39
2023-02-07 15:45:06.978290,0.20,0.35,-6.38
2023-02-07 15:45:06.989112,0.21,0.30,-6.45
2023-02-07 15:45:06.999707,0.20,0.30,-6.54
2023-02-07 15:45:07.008442,0.19,0.37,-6.57
2023-02-07 15:45:07.018748,0.15,0.40,-6.55
2023-02-07 15:45:07.027254,0.10,0.37,-6.55
2023-02-07 15:45:07.037799,0.11,0.41,-6.51
2023-02-07 15:45:07.070390,0.09,0.40,-6.53
2023-02-07 15:45:07.071132,0.13,0.43,-6.52
2023-02-07 15:45:07.071791,0.19,0.41,-6.49
2023-02-07 15:45:07.114165,0.15,0.40,-6.41
2023-02-07 15:45:07.115545,0.17,0.40,-6.41
2023-02-07 15:45:07.117417,0.15,0.38,-6.44
2023-02-07 15:45:07.118320,0.18,0.37,-6.45
2023-02-07 15:45:07.119020,0.19,0.36,-6.44
2023-02-07 15:45:07.128429,0.19,0.35,-6.39
2023-02-07 15:45:07.135726,0.26,0.34,-6.41
2023-02-07 15:45:07.146526,0.28,0.30,-6.42
2023-02-07 15:45:07.158115,0.28,0.30,-6.46
2023-02-07 15:45:07.165632,0.25,0.35,-6.47
2023-02-07 15:45:07.176428,0.24,0.35,-6.54
2023-02-07 15:45:07.184737,0.23,0.34,-6.55
2023-02-07 15:45:07.195556,0.24,0.38,-6.58
2023-02-07 15:45:07.206693,0.22,0.40,-6.50
2023-02-07 15:45:07.227784,0.25,0.42,-6.44
2023-02-07 15:45:07.228812,0.28,0.37,-6.45
2023-02-07 15:45:07.236485,0.28,0.31,-6.54
2023-02-07 15:45:07.244486,0.24,0.29,-6.54
2023-02-07 15:45:07.256648,0.23,0.27,-6.50
2023-02-07 15:45:07.263786,0.22,0.34,-6.51
2023-02-07 15:45:07.274925,0.21,0.32,-6.52
2023-02-07 15:45:07.285690,0.20,0.39,-6.55
2023-02-07 15:45:07.293527,0.15,0.41,-6.50
2023-02-07 15:45:07.304431,0.17,0.36,-6.49
2023-02-07 15:45:07.315129,0.19,0.35,-6.50
2023-02-07 15:45:07.323588,0.22,0.36,-6.50
2023-02-07 15:45:07.334372,0.22,0.41,-6.43
2023-02-07 15:45:07.342772,0.24,0.42,-6.39
2023-02-07 15:45:07.353412,0.26,0.40,-6.35
2023-02-07 15:45:07.364230,0.25,0.42,-6.30
2023-02-07 15:45:07.372676,0.27,0.40,-6.32
2023-02-07 15:45:07.383199,0.31,0.38,-6.29
2023-02-07 15:45:07.392071,0.33,0.31,-6.31
2023-02-07 15:45:07.402413,0.33,0.26,-6.38
2023-02-07 15:45:07.413136,0.31,0.24,-6.42
2023-02-07 15:45:07.421441,0.30,0.24,-6.47
2023-02-07 15:45:07.432370,0.29,0.26,-6.52
2023-02-07 15:45:07.442979,0.26,0.30,-6.48
2023-02-07 15:45:07.451375,0.29,0.34,-6.44
2023-02-07 15:45:07.462256,0.30,0.35,-6.41
2023-02-07 15:45:07.471367,0.31,0.32,-6.42
2023-02-07 15:45:07.481284,0.28,0.31,-6.39
2023-02-07 15:45:07.491993,0.31,0.31,-6.42
2023-02-07 15:45:07.500341,0.29,0.32,-6.44
2023-02-07 15:45:07.511944,0.23,0.33,-6.48
2023-02-07 15:45:07.522967,0.24,0.34,-6.51
2023-02-07 15:45:07.530201,0.24,0.40,-6.53
2023-02-07 15:45:07.541408,0.22,0.41,-6.49
2023-02-07 15:45:07.549285,0.18,0.40,-6.49
2023-02-07 15:45:07.560154,0.20,0.38,-6.51
2023-02-07 15:45:07.570861,0.17,0.39,-6.55
2023-02-07 15:45:07.579099,0.20,0.41,-6.53
2023-02-07 15:45:07.590039,0.21,0.41,-6.52
2023-02-07 15:45:07.600858,0.19,0.40,-6.54
2023-02-07 15:45:07.609273,0.17,0.37,-6.49
2023-02-07 15:45:07.619918,0.19,0.42,-6.40
2023-02-07 15:45:07.628767,0.21,0.41,-6.38
2023-02-07 15:45:07.639211,0.28,0.40,-6.37
2023-02-07 15:45:07.649792,0.27,0.35,-6.31
2023-02-07 15:45:07.658668,0.29,0.36,-6.32
2023-02-07 15:45:07.668812,0.32,0.33,-6.34
2023-02-07 15:45:07.677237,0.28,0.29,-6.35
2023-02-07 15:45:07.688067,0.30,0.28,-6.42
2023-02-07 15:45:07.698790,0.25,0.30,-6.48
2023-02-07 15:45:07.707165,0.21,0.32,-6.47
2023-02-07 15:45:07.717787,0.23,0.34,-6.49
2023-02-07 15:45:07.727635,0.28,0.35,-6.53
2023-02-07 15:45:07.736991,0.28,0.30,-6.53
2023-02-07 15:45:07.747684,0.29,0.34,-6.54
2023-02-07 15:45:07.758428,0.27,0.36,-6.51
2023-02-07 15:45:07.767375,0.26,0.38,-6.49
2023-02-07 15:45:07.784427,0.20,0.41,-6.52
2023-02-07 15:45:07.787039,0.24,0.42,-6.50
2023-02-07 15:45:07.796809,0.27,0.38,-6.46
2023-02-07 15:45:07.809465,0.29,0.34,-6.46
2023-02-07 15:45:07.817578,0.28,0.31,-6.48
2023-02-07 15:45:07.826614,0.26,0.30,-6.46
2023-02-07 15:45:07.835333,0.24,0.32,-6.47
2023-02-07 15:45:07.845576,0.21,0.37,-6.47
2023-02-07 15:45:07.856449,0.21,0.45,-6.46
2023-02-07 15:45:07.865071,0.22,0.49,-6.47
2023-02-07 15:45:07.875565,0.23,0.43,-6.42
2023-02-07 15:45:07.885535,0.30,0.37,-6.41
2023-02-07 15:45:07.914175,0.34,0.30,-6.48
2023-02-07 15:45:07.916255,0.33,0.27,-6.50
2023-02-07 15:45:07.918566,0.30,0.28,-6.50
2023-02-07 15:45:07.925018,0.26,0.37,-6.51
2023-02-07 15:45:07.935413,0.19,0.39,-6.55
2023-02-07 15:45:07.943591,0.23,0.41,-6.54
2023-02-07 15:45:07.954366,0.26,0.40,-6.47
2023-02-07 15:45:07.962938,0.31,0.37,-6.47
2023-02-07 15:45:07.973506,0.33,0.32,-6.45
2023-02-07 15:45:07.984410,0.34,0.29,-6.47
2023-02-07 15:45:07.992872,0.32,0.33,-6.40
2023-02-07 15:45:08.003471,0.28,0.27,-6.41
2023-02-07 15:45:08.014285,0.26,0.34,-6.44
2023-02-07 15:45:08.022631,0.26,0.39,-6.47
2023-02-07 15:45:08.033364,0.28,0.41,-6.44
2023-02-07 15:45:08.042178,0.28,0.39,-6.38
2023-02-07 15:45:08.052498,0.28,0.36,-6.40
2023-02-07 15:45:08.063179,0.30,0.37,-6.45
2023-02-07 15:45:08.071567,0.30,0.34,-6.46
2023-02-07 15:45:08.082363,0.30,0.40,-6.42
2023-02-07 15:45:08.093243,0.27,0.40,-6.39
2023-02-07 15:45:08.101379,0.27,0.37,-6.41
2023-02-07 15:45:08.112590,0.32,0.33,-6.46
2023-02-07 15:45:08.120460,0.34,0.33,-6.45
2023-02-07 15:45:08.131187,0.30,0.29,-6.46
2023-02-07 15:45:08.142136,0.27,0.27,-6.45
2023-02-07 15:45:08.150252,0.28,0.33,-6.45
2023-02-07 15:45:08.161159,0.25,0.38,-6.50
2023-02-07 15:45:08.172596,0.25,0.40,-6.51
2023-02-07 15:45:08.180443,0.29,0.39,-6.49
2023-02-07 15:45:08.192417,0.28,0.33,-6.46
2023-02-07 15:45:08.199309,0.29,0.31,-6.42
2023-02-07 15:45:08.210109,0.33,0.31,-6.43
2023-02-07 15:45:08.221121,0.30,0.34,-6.44
2023-02-07 15:45:08.229530,0.32,0.31,-6.44
2023-02-07 15:45:08.239981,0.30,0.34,-6.39
2023-02-07 15:45:08.250932,0.29,0.37,-6.43
2023-02-07 15:45:08.259343,0.23,0.39,-6.47
2023-02-07 15:45:08.269876,0.27,0.38,-6.48
2023-02-07 15:45:08.279761,0.27,0.39,-6.51
2023-02-07 15:45:08.289300,0.30,0.39,-6.52
2023-02-07 15:45:08.299871,0.33,0.33,-6.51
2023-02-07 15:45:08.309008,0.35,0.32,-6.46
2023-02-07 15:45:08.319018,0.37,0.33,-6.43
2023-02-07 15:45:08.331155,0.34,0.36,-6.45
2023-02-07 15:45:08.337880,0.36,0.39,-6.45
2023-02-07 15:45:08.348833,0.35,0.37,-6.41
2023-02-07 15:45:08.357035,0.30,0.35,-6.37
2023-02-07 15:45:08.367907,0.34,0.35,-6.40
2023-02-07 15:45:08.376620,0.36,0.34,-6.44
2023-02-07 15:45:08.387002,0.37,0.33,-6.42
2023-02-07 15:45:08.397858,0.34,0.32,-6.44
2023-02-07 15:45:08.406810,0.37,0.30,-6.46
2023-02-07 15:45:08.417157,0.39,0.35,-6.46
2023-02-07 15:45:08.427609,0.38,0.37,-6.38
2023-02-07 15:45:08.435977,0.35,0.35,-6.39
2023-02-07 15:45:08.446925,0.34,0.36,-6.43
2023-02-07 15:45:08.455118,0.33,0.32,-6.43
2023-02-07 15:45:08.465931,0.29,0.38,-6.47
2023-02-07 15:45:08.476691,0.31,0.39,-6.45
2023-02-07 15:45:08.484900,0.33,0.35,-6.45
2023-02-07 15:45:08.495735,0.37,0.36,-6.43
2023-02-07 15:45:08.506515,0.36,0.37,-6.49
2023-02-07 15:45:08.514921,0.33,0.33,-6.48
2023-02-07 15:45:08.525901,0.30,0.30,-6.51
2023-02-07 15:45:08.533825,0.35,0.31,-6.57
2023-02-07 15:45:08.544862,0.34,0.28,-6.60
2023-02-07 15:45:08.556981,0.41,0.33,-6.54
2023-02-07 15:45:08.563735,0.35,0.40,-6.48
2023-02-07 15:45:08.575214,0.29,0.44,-6.49
2023-02-07 15:45:08.585688,0.29,0.43,-6.49
2023-02-07 15:45:08.593745,0.30,0.40,-6.50
2023-02-07 15:45:08.604536,0.35,0.35,-6.47
2023-02-07 15:45:08.612815,0.35,0.36,-6.46
2023-02-07 15:45:08.623587,0.33,0.32,-6.39
2023-02-07 15:45:08.634355,0.33,0.30,-6.40
2023-02-07 15:45:08.643381,0.35,0.31,-6.48
2023-02-07 15:45:08.653591,0.30,0.33,-6.51
2023-02-07 15:45:08.664377,0.29,0.37,-6.45
2023-02-07 15:45:08.672686,0.26,0.40,-6.38
2023-02-07 15:45:08.683459,0.31,0.38,-6.36
